plk-invoice-number,xyz-branch,city-ghh-998,type-usr-search,gender,category-catalog-dsp,cost of goods sold,sale,dateddmmyyy,time,payment-type-full,review
886-18-2897,A,Nueva York,Normal,Female,Food and beverages,282.8,296.94,3/22/2019,19:06,Credit card,4.5
602-16-6955,B,Chicago,Normal,Female,Sports and travel,766,804.3,1/24/2019,18:10,Ewallet,6
745-74-0715,A,Nueva York,Normal,Male,Electronic accessories,116.06,121.863,03/10/2019,20:46,Ewallet,8.8
690-01-6631,B,Chicago,Normal,Male,Fashion accessories,174.9,183.645,2/22/2019,18:35,Ewallet,6.6
652-49-6720,C,Houston,Member,Female,Electronic accessories,60.95,63.9975,2/18/2019,11:40,Ewallet,5.9
233-67-5758,C,Houston,Normal,Male,Health and beauty,40.35,42.3675,1/29/2019,13:46,Ewallet,6.2
303-96-2227,B,Chicago,Normal,Female,Home and lifestyle,973.8,1022.49,03/02/2019,17:16,Ewallet,4.4
727-02-1313,A,Nueva York,Member,Male,Food and beverages,31.84,33.432,02/09/2019,13:22,Cash,7.7
347-56-2442,A,Nueva York,Normal,Male,Home and lifestyle,65.82,69.111,2/22/2019,15:33,Cash,4.1
849-09-3807,A,Nueva York,Member,Female,Fashion accessories,618.38,649.299,2/18/2019,13:28,Cash,6.6
